"meter_id","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"0x0001f1c389823f953b2eaee0a61c33539744da0c","130.787236089124","117.115307086446","114.809188283923","103.871405071411","82.6214953646078","91.4720761997563","92.1047249929016","91.7634047840979","82.8769600697208","88.070586942837","120.67880779031","107.306172027591"
"0x000f697092696c27b0bb489ea4c11280ef72ab82","655.515431116327","590.881091516849","579.935534710022","524.88459253007","418.004732898561","462.484308535726","465.737987189921","464.020032771277","419.222559067072","445.43293374324","609.491020871411","542.251618621913"
"0x0019979ee12c59accd24d1c83291528ced1bb734","242.275533670576","210.843103457052","205.822507246457","186.090368120287","148.00784122288","163.860382915015","164.993444892682","164.381983166494","148.463091334089","157.766785159289","216.180091397713","192.224786609321"
"0x001d6227832325ab6167b82d6d7175d254f57c3a","175.87234824447","157.496559381056","154.382577659883","139.681600772759","111.149589417335","123.029157705004","123.884988392593","123.426611255841","111.48633925157","118.467343332119","162.2523104092","144.29976203116"
"0x005958406351bb29580475df698b5f1070096397","401.749279194078","358.202733740419","351.03300780282","317.63421422275","252.948153693545","279.862722726056","281.831465832708","280.791862540893","253.683621173212","269.544272022519","368.820536285932","328.132041213517"
"0x00735e1aa83d97d9209cce47d8777b4ff3cc0554","190.285584471892","163.879079625104","159.856945406067","144.540943938193","115.089818070388","127.336746617255","128.231764022807","127.758644251139","115.423173393585","122.640194820124","167.818578228312","149.301755976918"
"0x0079fa6c2cbd3de97c8aa6073ff365b41ee087ab","165.217884854562","146.854638990416","143.847804296155","130.150849055104","103.640317725099","114.670506677562","115.476666302998","115.050629170484","103.942156672806","110.44130920333","151.125848440191","134.450874179145"
"0x00abd22316a37be131988c4a73481b9fddf62972","631.099821277506","514.845334639075","498.30133385788","449.90953852907","357.76247059867","396.077523301372","398.813576956838","397.335205945905","358.853080880078","381.342903473232","522.559337597708","464.645331076627"
"0x00c4c38cc020ab9e2661c947ac2dbb2a01ab6f37","510.2270102686","400.814756085529","385.570152689008","347.78669060138","276.531945847928","306.134582881955","308.249808922752","307.107232601785","277.366683193867","294.748338185815","403.879197631671","359.124617213264"
"0x00ccc38991cba95ffbf45868dfe35c5fd961dc70","412.481312102529","370.591306167363","363.313234738238","328.701019218433","261.455729071223","289.463400819297","291.465418867608","290.385311112386","262.264155210512","278.699388396468","381.888109198458","339.570400895478"
"0x00fdcb3091a9ef16dc7d6730f591bc566fa4c6f5","1366.93676339868","1143.76979291188","1110.70331960287","1003.57708142933","799.078786556183","884.060579626736","890.279557699443","886.995580145407","801.370184884179","851.469841876624","1165.03190469678","1036.52021551192"
"0x010005a13203263c1b7a6574dcff1af96bb5f640","340.703369748257","329.347215510329","325.865721982106","295.250204384828","234.891085210458","260.061275526809","261.860794748575","260.890505247282","235.625662669287","250.39155066354","343.099267175298","305.079820248728"
"0x0105c035004a9aaa6cbe13d491c92ddbef2367a3","680.548481214758","550.422851004157","532.048051960149","480.284121542458","381.920618432244","422.812212536143","425.734365459211","424.156410176376","383.080720010122","407.087126366908","557.811531858188","495.999432596545"
"0x010edb5fc8be32fca4501659b40836d49fc5bcd2","552.26418829148","474.036076399348","462.012336253827","417.610325885192","332.137444820251","367.709313255475","370.251732941284","368.879561046996","333.156945910961","354.034795959914","485.11652474872","431.359890017854"
"0x01677d548e22c7ec6f3117acab686a133aa6265f","840.484860703143","659.938823794843","635.313995137578","573.162554564708","455.920497757306","504.617355772282","508.124340286349","506.243845488116","457.269846086241","485.902968116992","665.490394779016","591.856629626915"
"0x016e8a66f02509f4909d69f57f21e9d235c25b59","347.084392720832","296.489396350977","288.692628333868","260.910328145855","207.505702293981","229.728815038652","231.317133639463","230.459850870864","208.141918938212","221.185488276968","303.07963119296","269.494832081645"
"0x01794377dd73839621a335c47fbfe092437199fb","1639.64082250448","1636.1015271453","1626.4092392823","1474.67514386081","1173.30834706498","1299.05673304518","1308.04781076057","1303.20129136205","1176.99827817718","1250.75690663026","1713.85087523283","1523.93597710396"
"0x01842e2ab2e8c1497d71fa2257a9ecb92cc9a64b","460.307433750167","392.951986582063","382.667670116695","345.868312871259","275.176041210943","304.584539301162","306.701742915639","305.566721796496","276.004031259842","293.28770028805","401.699160554248","357.248049359882"
"0x01d5bdc4ea235ada6275f2be25c883aed05746bd","131.716561949878","113.071336024477","110.237738378106","99.6551064823151","79.2905707010467","87.7634501353668","88.3737910583183","88.0467842630357","79.5291491289711","84.5090711710899","115.743222188603","102.936712431152"
"0x01e43588f52d3b8fb8036c501ad50719e943ff59","378.509807307885","331.490154716849","324.007017261801","293.030852087096","233.20999138048","258.103277583286","259.903848997777","258.942945940725","233.906462817824","248.547130386125","340.324071542984","302.69805419281"
"0x01f5bc12147eeb21551644d2bdfe88c6a5d456c2","73.4933128579049","59.3207061167762","57.303255389703","51.7193319597717","41.1089074277491","45.5210499611962","45.8336754165955","45.6635090007005","41.2364288168172","43.8227708681216","60.0792607159751","53.4110033231962"
"0x024dde4050a50ee78153c99ea37fda1326fc6468","229.368692607452","169.69408437235","161.817003496914","145.752704446728","115.870050338455","128.2699309955","129.155792983827","128.677003478643","116.215797373071","123.49865719888","169.224155239187","150.472122173946"
