"meter_id","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"0xa62b9f23553ff183f61e2bf943aab3d5983d02d7",129.200398574401,107.030175001209,107.787337042601,100.331391622686,94.1193055092851,97.8134824919136,98.7698944250326,94.8763951521369,91.3206811496166,100.275772841177,115.128748140479,114.845493121606
"0x459c834d1f6cfb5b734b82aa9f5410fa97fb70da",606.364918712046,519.91550024562,513.449016163197,455.892339447595,389.555724103207,346.221291018712,349.864596305376,350.616312203024,373.52074120178,432.948603214383,507.21594274379,513.666371891341
"0x4a1ed36825360a058cec2bdd409fc2459e1ce54f",379.617501092534,338.722882432321,343.954262000858,313.330615629468,282.583198679873,253.358984673504,258.155455251387,259.725906489357,276.334872041535,315.414390211179,354.158175357188,352.948720320821
"0x5b76d3c0e0aefc6e0a8d1d031f96388a23263407",565.993508501454,502.655811345963,506.323537385883,451.090783073191,402.383643802592,359.8039983035,360.39570948956,362.444951934876,390.272505424608,452.661025870059,499.94597502479,494.353806304237
"0x943ebe39ef2be6ef807c42c5a647e27112ca5b0f",1034.6650895898,883.425672289544,865.063847136152,764.599298443898,649.477775729326,587.20728282703,573.623173609536,564.591212938005,611.80213934099,706.31699196233,848.92078329965,869.239338577567
"0x263b7a6969c175823ea1fba2983668fa5f640ab4",604.158762903199,521.221211204788,531.094155081882,472.924896557719,431.465951895735,402.058738288491,409.736823319843,403.671929547868,412.929505088642,467.722753804437,515.354014271426,517.228199865163
"0xc8ef570cfdbc48c0555ba48ccb350403cf43cd79",22.9376376878123,24.33770132457,32.1620245512236,33.5036086452481,28.217803890353,27.647422371571,29.6091530960361,27.8360122912379,28.4389638691503,32.8160709116225,35.2223248460998,34.0294283246803
"0x077eb7207315025bfd8dd65f5b81f8be612b3229",481.511322435204,408.584631225325,401.06171295333,357.920324517438,305.728539438828,303.511149548875,289.764025080079,278.176188322118,296.763525470705,345.119260527081,405.419997019845,405.2771594528
"0xaf8627889fff7ba6fa91bfae6b05636453d032f1",280.795638335534,251.845104611387,263.262657641318,244.186823561286,215.368430066356,203.539178633935,198.846781523884,198.05480878949,214.685162767483,241.941089279652,265.484873188936,256.524767954179
"0x3b7466451863d09c34673c4dfe45391d56e0cb23",144.757359322816,124.030183661181,129.484041008664,118.999340290865,123.201116048957,125.90441852981,130.241935632847,128.89454072848,127.815416708452,139.473618951988,129.207063357617,130.784469728177
"0xb1bd18b68569dd962497a9802036e536c10cc6a4",226.192520484404,199.290790175763,209.087981079108,195.260068724668,177.37587621201,176.835036711222,171.305798083265,166.325548751263,163.106422088939,182.592551242868,189.729824084611,177.21203815914
"0xc0ae15ea749069eb610952a8b9dae0afaa4e7e3e",236.823493595212,216.202827592879,228.97363081639,211.227852732635,198.320912260998,206.769593201724,194.764505937885,189.091620195559,195.405864426572,220.758676518565,226.296743074013,219.374575165308
"0xdaaa7ff89654c1b4cf2cfc48f7e82f2789228b91",163.967226554255,144.621398235091,151.536655177784,140.075467655292,135.872294392624,136.333082044158,139.272810524066,137.146429380403,135.645742328068,146.728490582811,151.087641201283,146.503228626753
"0x2a7b4bac42d193820c172ad07f41aac9de94bb62",276.597929828721,242.440237615765,252.797234565357,232.172253080998,226.367000255801,227.61395750602,231.791527194738,228.467648391363,225.644206473021,247.508963247288,253.253642775258,247.755681540631
"0x761df95c32b60b85eb661847be7cbab29bd02987",184.229137351733,166.343230320079,173.740219415587,161.923481912192,141.556392699812,132.781994497087,127.329099523901,126.806021149925,141.794910308497,161.27426543964,177.520179580067,170.602864647136
"0xf51f50b28734e81f32cdcc19a5ce0fb71fa5ef33",444.081957711943,390.430300665926,412.227999475965,386.794448681867,380.286174389471,377.763980253812,384.324699797298,382.672585635771,385.349440147793,417.759209060018,410.062588020778,410.22801160391
"0xb64ea6716e4721372c7d27c5ee60d374b26d5f89",407.379526022861,351.214226874467,353.242400212178,316.553817244146,289.233254869996,285.326992430164,287.348223317077,277.621320238769,278.30705225911,317.029011428926,359.339912459209,359.726986737747
"0x7aed4c56e5c777de630d121d30135b2e89c21645",1157.84199058834,997.486336894355,1000.97637698625,905.563566348886,799.279240772424,744.917003242467,721.581880781831,729.07363320102,770.016051363903,894.606663521828,1012.63946768331,1013.18550320804
"0x232fca03d6664d7ee076957b97c9ff15550c7f13",646.197925212801,547.006776576828,547.917673590193,505.566508054426,478.192080260834,475.51212836246,484.549132035917,472.601918602414,462.557866304737,510.909369731498,544.51525226693,552.998192044661
"0x06451f569f4d58af40f62c5b7c0a8599343c399e",130.428685352003,115.445663777232,122.563269827214,110.474093937136,114.044366912688,116.01909878513,117.697265397102,115.424528341727,112.403202314669,119.286028619468,120.858494235263,116.725627500672
"0xcf3f08e4a68224b8f0b320cb1a881f5284c3d78a",269.375586635531,242.714445680659,254.149078169751,234.353255686385,224.731152581028,221.28671164282,224.424755646954,221.311958169386,224.769313938992,250.24080814508,254.753662792856,248.365039860908
"0xf889926d1bbe52b6083cd17407003672a5ea452b",1371.52207611699,1214.61628067841,1249.43335467965,1140.08574005952,980.551184052727,864.097452381626,833.109402182302,842.848122786003,946.321304731272,1067.98818662436,1169.61768353961,1177.06497712297
"0x30de40a4dbf2b8fed72af70b7299bb809207891c",141.55945511738,125.299948281797,131.883186088283,122.356737021255,119.433626093153,117.894680236649,121.049697158057,119.896775651804,119.502028889036,128.999820014945,131.813907359535,127.953807334231
"0xd9810e8107564b13dfde7610aa2bd73efc34c042",127.44456131053,112.211380138619,119.814176632012,113.49576365404,109.496794300291,107.443835194584,105.937891522341,105.812067159543,107.976448885744,118.101423094298,119.915267640647,114.680017142131
"0x2d619210b2deb7415f933a31eedb72e0c26c354b",407.262745978811,349.776824432428,352.717386900935,312.206766499056,297.759816415747,292.76720045504,297.291492927258,294.312719891746,297.879587437062,334.299952122642,343.812813651835,339.53038317675
