meter_id,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0xa62b9f23553ff183f61e2bf943aab3d5983d02d7,157.537652832281,146.851593876995,147.800875010645,133.037608991674,110.190473707044,118.501413893027,120.345514255562,118.257429982734,108.851514580115,123.179088442351,159.389618098085,154.190644248362
0x459c834d1f6cfb5b734b82aa9f5410fa97fb70da,594.968674083988,582.628648799666,603.100183176522,551.071291822796,475.774641288243,505.871751362135,516.502336769353,512.016695843757,471.786609607939,525.592521577688,648.049928337058,628.695090769437
0x4a1ed36825360a058cec2bdd409fc2459e1ce54f,391.648136739829,387.21150275144,401.039787593111,367.586527486588,313.40163899392,332.301084564339,338.577561451939,333.08382302254,307.632073737133,343.454070906335,431.021556033618,420.283434445582
0x5b76d3c0e0aefc6e0a8d1d031f96388a23263407,586.733456546425,565.927197649494,583.600496725808,534.529834595877,457.749831919292,484.042228017981,493.337662227315,485.53497146057,449.004964786491,500.244237234921,624.058691598502,609.243005673691
0x943ebe39ef2be6ef807c42c5a647e27112ca5b0f,1015.26635390132,993.973793921415,1026.44303493859,939.626490672886,807.827281615009,850.352617943721,865.683025334765,851.015163479015,787.995865943685,879.529569796925,1095.96614673473,1072.58015567416
0x263b7a6969c175823ea1fba2983668fa5f640ab4,638.297881413723,608.827455295894,625.244941762353,569.966517257316,488.966735955438,517.055333649617,526.575580996001,518.895573313457,481.56139040452,537.032936544039,667.757439315474,651.287482518229
0xc8ef570cfdbc48c0555ba48ccb350403cf43cd79,53.4360357143276,52.0043440898931,51.3955289169714,45.3231093553654,34.3451139534541,38.4468421989936,38.807038542181,37.5727205650693,33.4904223757478,39.5631178998353,56.9065185535277,54.4284062953541
0x077eb7207315025bfd8dd65f5b81f8be612b3229,546.661335797634,520.079829597571,532.661827908488,484.85222227078,416.881088365706,441.595923539187,447.415636889177,441.440873795189,406.392465079107,454.489823620241,565.595669614131,552.423563104384
0xaf8627889fff7ba6fa91bfae6b05636453d032f1,313.507124330079,302.33254875653,309.300313286903,281.279501134458,239.330170851532,255.457274138399,258.627220055584,256.130024656992,235.526439641214,264.112716580138,331.939134630993,322.404218165661
0x3b7466451863d09c34673c4dfe45391d56e0cb23,173.91667036482,166.451815770647,168.743824073247,152.519210143418,127.460862466174,137.308216989112,138.747127375963,137.282012343557,125.620117722422,141.959943276298,182.125583913161,176.123422981461
0xb1bd18b68569dd962497a9802036e536c10cc6a4,282.724315162606,259.616935120173,261.832191233424,236.801944273304,200.785222550992,215.670680358083,219.083118412676,217.849051584111,200.209559953595,223.944452906699,280.504892880328,270.904374931891
0xc0ae15ea749069eb610952a8b9dae0afaa4e7e3e,310.14993192879,292.93174200862,297.951903987803,270.373441582264,229.725547998863,245.259933343772,248.26662490893,245.854465786814,226.022889347277,253.549836426157,318.984216035419,309.75476233654
0xdaaa7ff89654c1b4cf2cfc48f7e82f2789228b91,199.410533653358,185.539595412818,186.768766313561,168.442439861029,140.747435713997,150.808483424309,152.684603684682,150.930016678178,138.575739320119,156.580355464091,200.887989330746,194.790867678594
0x2a7b4bac42d193820c172ad07f41aac9de94bb62,333.845342693283,309.290939443441,312.728240478354,283.140680298241,239.995052108482,255.28345141946,258.819178413295,256.050093855277,235.979469127818,264.964964520526,334.295883680673,325.253622666337
0x761df95c32b60b85eb661847be7cbab29bd02987,223.174763054607,208.862344427915,211.121667220863,190.806549261184,160.146153349482,171.248575989642,173.4545079951,171.502922013169,157.638890847779,177.792747107702,226.997840179059,220.324322346429
0xf51f50b28734e81f32cdcc19a5ce0fb71fa5ef33,531.159173642214,500.117245742108,509.473463537767,463.280509921886,396.893748908036,419.298269455309,425.982595494233,420.59892666665,388.824907585855,436.114342522425,544.230967636595,530.658742143019
0xb64ea6716e4721372c7d27c5ee60d374b26d5f89,454.26785616608,429.665054684923,437.964590386732,397.855332727023,339.333300790953,359.449918591105,365.532231401426,360.443412721339,332.49242953012,372.705249400046,467.70892301188,456.977349464759
0x7aed4c56e5c777de630d121d30135b2e89c21645,1270.89544267896,1210.2100072759,1241.57656162735,1132.20421495573,975.252913642368,1028.31947577184,1046.5978135205,1032.77828460904,955.104239956105,1066.10450607388,1322.56807218451,1295.12172326243
